Utbildningsområde,Utbildningsnamn,YH-poäng,Anordnare,Kommun 1,Kommun 2,Kommun 3,Kommun 4,Kommun 5,Kommun 6,Platser med start 2020,Platser med start 2021,Utbildningsnummer,Källa,Sheet,Definitioner och förklaringar,Kommun 7,Kommun 8,Kommun 9,Kommun 10,Platser med start och avslut 2020,Diarienummer,Beslut,Anordnare namn,Antal beviljade platser 2023,Antal beviljade platser 2024,Totalt antal beviljade platser,Kommun,Län,FA-region,Antal kommuner,Antal län,Antal FA-regioner,Sökt utbildningsområde,Sökt antal platser 2023,Sökt antal platser 2024,Sökt antal platser 2024 (start och avslut 2024),Sökt antal platser 2025,Sökt antal platser 2026,Sökt antal  platser 2021,Sökt antal platser 2022,Antal beviljade platser 2022,Antal beviljade platser start 2024,Antal beviljade platser start och slut 2024,Antal beviljade platser start 2025,Antal beviljade platser 2021
,Indtech och tillämpad AI i hållbar produktion,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1263,,,,,,Växjö,Kronoberg,Växjö,4.0,4.0,4.0,,,,,,,,,,,,,
,Måltider och hälsa i vård och omsorg,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1267,,,,,,Stockholm,Stockholm,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,Måltider och hälsa i vård och omsorg,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1267,,,,,,Malmö,Skåne,Malmö-Lund,3.0,3.0,3.0,,,,,,,,,,,,,
,Måltider och hälsa i vård och omsorg,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1267,,,,,,Göteborg,Västra Götaland,Göteborg,3.0,3.0,3.0,,,,,,,,,,,,,
,"Sensorer, datainsamling och dataanalys med AI för prediktivt underhåll",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1269,,,,,,Skövde,Västra Götaland,Skövde-Skara,3.0,3.0,3.0,,,,,,,,,,,,,
,"Sensorer, datainsamling och dataanalys med AI för prediktivt underhåll",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1269,,,,,,Umeå,Västerbotten,Umeå,3.0,3.0,3.0,,,,,,,,,,,,,
,"Sensorer, datainsamling och dataanalys med AI för prediktivt underhåll",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1269,,,,,,Köping,Västmanland,Västerås,3.0,3.0,3.0,,,,,,,,,,,,,
,Simulering och digitala tvillingar med VR och AR i produktion.,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1274,,,,,,Trollhättan,Västra Götaland,Trollhättan-Vänersborg,2.0,2.0,2.0,,,,,,,,,,,,,
,Simulering och digitala tvillingar med VR och AR i produktion.,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1274,,,,,,Arvika,Värmland,Karlstad,2.0,2.0,2.0,,,,,,,,,,,,,
,Hållbara upphandlingar och inköp,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1277,,,,,,Stockholm,Stockholm,Stockholm,4.0,4.0,4.0,,,,,,,,,,,,,
,Hållbara upphandlingar och inköp,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1277,,,,,,Malmö,Skåne,Malmö-Lund,4.0,4.0,4.0,,,,,,,,,,,,,
,Hållbara upphandlingar och inköp,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1277,,,,,,Göteborg,Västra Götaland,Göteborg,4.0,4.0,4.0,,,,,,,,,,,,,
,Hållbara upphandlingar och inköp,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1277,,,,,,Karlstad,Värmland,Karlstad,4.0,4.0,4.0,,,,,,,,,,,,,
,Service och underhåll på vindkraftturbiner med Lifetime Extension,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1279,,,,,,Tanum,Västra Götaland,Västlandet,2.0,2.0,2.0,,,,,,,,,,,,,
,Service och underhåll på vindkraftturbiner med Lifetime Extension,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1279,,,,,,Härnösand,Västernorrland,Sundsvall,2.0,2.0,2.0,,,,,,,,,,,,,
,HSEQ och kvalitetsstyrning i tillverkningsprocesser,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1285,,,,,,Stockholm,Stockholm,Stockholm,2.0,2.0,2.0,,,,,,,,,,,,,
,HSEQ och kvalitetsstyrning i tillverkningsprocesser,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1285,,,,,,Luleå,Norrbotten,Luleå,2.0,2.0,2.0,,,,,,,,,,,,,
,KMA-ansvar inom bygg,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1288,,,,,,Stockholm,Stockholm,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,KMA-ansvar inom bygg,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1288,,,,,,Göteborg,Västra Götaland,Göteborg,3.0,3.0,3.0,,,,,,,,,,,,,
,KMA-ansvar inom bygg,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1288,,,,,,Luleå,Norrbotten,Luleå,3.0,3.0,3.0,,,,,,,,,,,,,
,Ledarskap och projektledning i AI-drivna projekt,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1289,,,,,,Stockholm,Stockholm,Stockholm,2.0,2.0,2.0,,,,,,,,,,,,,
,Ledarskap och projektledning i AI-drivna projekt,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1289,,,,,,Göteborg,Västra Götaland,Göteborg,2.0,2.0,2.0,,,,,,,,,,,,,
,"Ellagring, stödtjänster och produktionsreglering av vattenkraft, vindkraft och solceller",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1293,,,,,,Uddevalla,Västra Götaland,Trollhättan-Vänersborg,2.0,2.0,2.0,,,,,,,,,,,,,
,"Ellagring, stödtjänster och produktionsreglering av vattenkraft, vindkraft och solceller",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1293,,,,,,Umeå,Västerbotten,Umeå,2.0,2.0,2.0,,,,,,,,,,,,,
,Projektering och underhåll av batterier och UPS för avbrottsfri elförsörjning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1308,,,,,,Västerås,Västmanland,Västerås,2.0,2.0,2.0,,,,,,,,,,,,,
,Projektering och underhåll av batterier och UPS för avbrottsfri elförsörjning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1308,,,,,,Malmö,Skåne,Malmö-Lund,2.0,2.0,2.0,,,,,,,,,,,,,
,Strategisk hållbarhetsutveckling,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1327,,,,,,Stockholm,Stockholm,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,Strategisk hållbarhetsutveckling,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1327,,,,,,Göteborg,Västra Götaland,Göteborg,3.0,3.0,3.0,,,,,,,,,,,,,
,Strategisk hållbarhetsutveckling,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1327,,,,,,Karlstad,Värmland,Karlstad,3.0,3.0,3.0,,,,,,,,,,,,,
,Felsökning och felavhjälpning i analoga och digitala lågspänningsanläggningar.,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1331,,,,,,Uddevalla,Västra Götaland,Trollhättan-Vänersborg,3.0,3.0,3.0,,,,,,,,,,,,,
,Felsökning och felavhjälpning i analoga och digitala lågspänningsanläggningar.,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1331,,,,,,Vindeln,Västerbotten,Umeå,3.0,3.0,3.0,,,,,,,,,,,,,
,Felsökning och felavhjälpning i analoga och digitala lågspänningsanläggningar.,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1331,,,,,,Malmö,Skåne,Malmö-Lund,3.0,3.0,3.0,,,,,,,,,,,,,
,Processoptimering av reningsverk (VA),,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1345,,,,,,Malmö,Skåne,Malmö-Lund,2.0,2.0,2.0,,,,,,,,,,,,,
,Processoptimering av reningsverk (VA),,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1345,,,,,,Göteborg,Västra Götaland,Göteborg,2.0,2.0,2.0,,,,,,,,,,,,,
,"KMA (Kvalitet, Miljö- och Arbetsmiljö)",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1348,,,,,,Uddevalla,Västra Götaland,Trollhättan-Vänersborg,2.0,2.0,2.0,,,,,,,,,,,,,
,"KMA (Kvalitet, Miljö- och Arbetsmiljö)",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1348,,,,,,Linköping,Östergötland,Linköping-Norrköping,2.0,2.0,2.0,,,,,,,,,,,,,
,Inkluderande arbetsmiljöer och stödjande ledarskap för personer med NPF -  ADHD och Autism,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1351,,,,,,Arvika,Värmland,Karlstad,2.0,2.0,2.0,,,,,,,,,,,,,
,Inkluderande arbetsmiljöer och stödjande ledarskap för personer med NPF -  ADHD och Autism,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1351,,,,,,Hallsberg,Örebro,Örebro,2.0,2.0,2.0,,,,,,,,,,,,,
,Hållbar hantering av kulturföremål,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1364,,,,,,Stockholm,Stockholm,Stockholm,2.0,2.0,2.0,,,,,,,,,,,,,
,Hållbar hantering av kulturföremål,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1364,,,,,,Mariestad,Västra Götaland,Skövde-Skara,2.0,2.0,2.0,,,,,,,,,,,,,
,"Dokumentation i socialt arbete, lagar, förordningar och hållbara etiska riktlinjer i praktiken",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1379,,,,,,Gullspång,Västra Götaland,Skövde-Skara,3.0,3.0,3.0,,,,,,,,,,,,,
,"Dokumentation i socialt arbete, lagar, förordningar och hållbara etiska riktlinjer i praktiken",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1379,,,,,,Heby,Uppsala,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,"Dokumentation i socialt arbete, lagar, förordningar och hållbara etiska riktlinjer i praktiken",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1379,,,,,,Tingsryd,Kronoberg,Växjö,3.0,3.0,3.0,,,,,,,,,,,,,
,"Palliativ omvårdnad för fysiskt, psykiskt, socialt och existentiellt stöd",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1389,,,,,,Skara,Västra Götaland,Skövde-Skara,3.0,3.0,3.0,,,,,,,,,,,,,
,"Palliativ omvårdnad för fysiskt, psykiskt, socialt och existentiellt stöd",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1389,,,,,,Vindeln,Västerbotten,Umeå,3.0,3.0,3.0,,,,,,,,,,,,,
,"Palliativ omvårdnad för fysiskt, psykiskt, socialt och existentiellt stöd",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1389,,,,,,Heby,Uppsala,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,Workforce planning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1394,,,,,,Stockholm,Stockholm,Stockholm,5.0,5.0,4.0,,,,,,,,,,,,,
,Workforce planning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1394,,,,,,Örebro,Örebro,Örebro,5.0,5.0,4.0,,,,,,,,,,,,,
,Workforce planning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1394,,,,,,Uppsala,Uppsala,Stockholm,5.0,5.0,4.0,,,,,,,,,,,,,
,Workforce planning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1394,,,,,,Avesta,Dalarna,Avesta-Hedemora,5.0,5.0,4.0,,,,,,,,,,,,,
,Workforce planning,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1394,,,,,,Linköping,Östergötland,Linköping-Norrköping,5.0,5.0,4.0,,,,,,,,,,,,,
,AI och digitalisering för rekryterare,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1395,,,,,,Stockholm,Stockholm,Stockholm,5.0,5.0,4.0,,,,,,,,,,,,,
,AI och digitalisering för rekryterare,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1395,,,,,,Örebro,Örebro,Örebro,5.0,5.0,4.0,,,,,,,,,,,,,
,AI och digitalisering för rekryterare,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1395,,,,,,Uppsala,Uppsala,Stockholm,5.0,5.0,4.0,,,,,,,,,,,,,
,AI och digitalisering för rekryterare,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1395,,,,,,Lund,Skåne,Malmö-Lund,5.0,5.0,4.0,,,,,,,,,,,,,
,AI och digitalisering för rekryterare,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1395,,,,,,Norrköping,Östergötland,Linköping-Norrköping,5.0,5.0,4.0,,,,,,,,,,,,,
,"Omvårdnad av äldre med komplexa behov - beroende, psykisk ohälsa och suicidalitet",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1396,,,,,,Gullspång,Västra Götaland,Skövde-Skara,3.0,3.0,3.0,,,,,,,,,,,,,
,"Omvårdnad av äldre med komplexa behov - beroende, psykisk ohälsa och suicidalitet",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1396,,,,,,Vindeln,Västerbotten,Umeå,3.0,3.0,3.0,,,,,,,,,,,,,
,"Omvårdnad av äldre med komplexa behov - beroende, psykisk ohälsa och suicidalitet",,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1396,,,,,,Heby,Uppsala,Stockholm,3.0,3.0,3.0,,,,,,,,,,,,,
,Kvalitetssäkring inom omsorgsarbete,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1397,,,,,,Helsingborg,Skåne,Malmö-Lund,5.0,5.0,5.0,,,,,,,,,,,,,
,Kvalitetssäkring inom omsorgsarbete,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1397,,,,,,Linköping,Östergötland,Linköping-Norrköping,5.0,5.0,5.0,,,,,,,,,,,,,
,Kvalitetssäkring inom omsorgsarbete,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1397,,,,,,Skellefteå,Västerbotten,Skellefteå,5.0,5.0,5.0,,,,,,,,,,,,,
,Kvalitetssäkring inom omsorgsarbete,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1397,,,,,,Jönköping,Jönköping,Jönköping,5.0,5.0,5.0,,,,,,,,,,,,,
,Kvalitetssäkring inom omsorgsarbete,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1397,,,,,,Stockholm,Stockholm,Stockholm,5.0,5.0,5.0,,,,,,,,,,,,,
,AI och automation inom lön,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1398,,,,,,Malmö,Skåne,Malmö-Lund,5.0,3.0,3.0,,,,,,,,,,,,,
,AI och automation inom lön,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1398,,,,,,Göteborg,Västra Götaland,Göteborg,5.0,3.0,3.0,,,,,,,,,,,,,
,AI och automation inom lön,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1398,,,,,,Uppsala,Uppsala,Stockholm,5.0,3.0,3.0,,,,,,,,,,,,,
,AI och automation inom lön,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1398,,,,,,Härryda,Västra Götaland,Göteborg,5.0,3.0,3.0,,,,,,,,,,,,,
,AI och automation inom lön,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1398,,,,,,Öckerö,Västra Götaland,Göteborg,5.0,3.0,3.0,,,,,,,,,,,,,
,Datadriven besöksnäring med AI - prognoser och beslut,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1400,,,,,,Gotland,Gotland,Gotland,2.0,2.0,2.0,,,,,,,,,,,,,
,Datadriven besöksnäring med AI - prognoser och beslut,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1400,,,,,,Falun,Dalarna,Falun-Borlänge,2.0,2.0,2.0,,,,,,,,,,,,,
,Munhälsa och måltidsrutiner vid kognitiv svikt,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1404,,,,,,Stockholm,Stockholm,Stockholm,5.0,4.0,4.0,,,,,,,,,,,,,
,Munhälsa och måltidsrutiner vid kognitiv svikt,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1404,,,,,,Helsingborg,Skåne,Malmö-Lund,5.0,4.0,4.0,,,,,,,,,,,,,
,Munhälsa och måltidsrutiner vid kognitiv svikt,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1404,,,,,,Jönköping,Jönköping,Jönköping,5.0,4.0,4.0,,,,,,,,,,,,,
,Munhälsa och måltidsrutiner vid kognitiv svikt,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1404,,,,,,Linköping,Östergötland,Linköping-Norrköping,5.0,4.0,4.0,,,,,,,,,,,,,
,Munhälsa och måltidsrutiner vid kognitiv svikt,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1404,,,,,,Tranås,Jönköping,Jönköping,5.0,4.0,4.0,,,,,,,,,,,,,
,Digitalisering och smarta logistiksystem,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1405,,,,,,Svedala,Skåne,Malmö-Lund,5.0,3.0,5.0,,,,,,,,,,,,,
,Digitalisering och smarta logistiksystem,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1405,,,,,,Kristianstad,Skåne,Kristianstad-Hässleholm,5.0,3.0,5.0,,,,,,,,,,,,,
,Digitalisering och smarta logistiksystem,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1405,,,,,,Göteborg,Västra Götaland,Göteborg,5.0,3.0,5.0,,,,,,,,,,,,,
,Digitalisering och smarta logistiksystem,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1405,,,,,,Skara,Västra Götaland,Skövde-Skara,5.0,3.0,5.0,,,,,,,,,,,,,
,Digitalisering och smarta logistiksystem,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1405,,,,,,Örebro,Örebro,Örebro,5.0,3.0,5.0,,,,,,,,,,,,,
,Hållbar dryckestillverkning och bioekonomi,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1408,,,,,,Göteborg,Västra Götaland,Göteborg,5.0,5.0,5.0,,,,,,,,,,,,,
,Hållbar dryckestillverkning och bioekonomi,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1408,,,,,,Uppsala,Uppsala,Stockholm,5.0,5.0,5.0,,,,,,,,,,,,,
,Hållbar dryckestillverkning och bioekonomi,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1408,,,,,,Båstad,Skåne,Malmö-Lund,5.0,5.0,5.0,,,,,,,,,,,,,
,Hållbar dryckestillverkning och bioekonomi,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1408,,,,,,Hofors,Gävleborg,Gävle,5.0,5.0,5.0,,,,,,,,,,,,,
,Hållbar dryckestillverkning och bioekonomi,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1408,,,,,,Gotland,Gotland,Gotland,5.0,5.0,5.0,,,,,,,,,,,,,
,Grön transport och distribution,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1410,,,,,,Svedala,Skåne,Malmö-Lund,5.0,4.0,5.0,,,,,,,,,,,,,
,Grön transport och distribution,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1410,,,,,,Kristianstad,Skåne,Kristianstad-Hässleholm,5.0,4.0,5.0,,,,,,,,,,,,,
,Grön transport och distribution,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1410,,,,,,Göteborg,Västra Götaland,Göteborg,5.0,4.0,5.0,,,,,,,,,,,,,
,Grön transport och distribution,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1410,,,,,,Jönköping,Jönköping,Jönköping,5.0,4.0,5.0,,,,,,,,,,,,,
,Grön transport och distribution,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1410,,,,,,Örebro,Örebro,Örebro,5.0,4.0,5.0,,,,,,,,,,,,,
,Organisatorisk och social arbetsmiljö (OSA),,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1412,,,,,,Stockholm,Stockholm,Stockholm,5.0,5.0,3.0,,,,,,,,,,,,,
,Organisatorisk och social arbetsmiljö (OSA),,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1412,,,,,,Göteborg,Västra Götaland,Göteborg,5.0,5.0,3.0,,,,,,,,,,,,,
,Organisatorisk och social arbetsmiljö (OSA),,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1412,,,,,,Varberg,Halland,Göteborg,5.0,5.0,3.0,,,,,,,,,,,,,
,Organisatorisk och social arbetsmiljö (OSA),,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1412,,,,,,Nyköping,Södermanland,Nyköping-Oxelösund,5.0,5.0,3.0,,,,,,,,,,,,,
,Organisatorisk och social arbetsmiljö (OSA),,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1412,,,,,,Uppsala,Uppsala,Stockholm,5.0,5.0,3.0,,,,,,,,,,,,,
,Socialrätt och dokumentation ,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1413,,,,,,Stockholm,Stockholm,Stockholm,5.0,4.0,4.0,,,,,,,,,,,,,
,Socialrätt och dokumentation ,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1413,,,,,,Helsingborg,Skåne,Malmö-Lund,5.0,4.0,4.0,,,,,,,,,,,,,
,Socialrätt och dokumentation ,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1413,,,,,,Linköping,Östergötland,Linköping-Norrköping,5.0,4.0,4.0,,,,,,,,,,,,,
,Socialrätt och dokumentation ,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1413,,,,,,Jönköping,Jönköping,Jönköping,5.0,4.0,4.0,,,,,,,,,,,,,
,Socialrätt och dokumentation ,,,,,,,,,,,,inkomna-ansokningar-2025-for-kurser.xlsx,Lista flera kommuner,,,,,,,MYH 2025/1413,,,,,,Tranås,Jönköping,Jönköping,5.0,4.0,4.0,,,,,,,,,,,,,
